UniProtAC;Localization;CNN;;;;;;;;;;;;;;;;;;;;Fully Connected;;;;;;;;;;;;;;;Final;;;;;;;;;
;;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Plasma1;Plasma2;Plasma3;Plasma4;Plasma5;Other1;Other2;Other3;Other4;Other5;Apical1;Apical2;Apical3;Apical4;Apical5;Basolateral1;Basolateral2;Basolateral3;Basolateral4;Basolateral5;Other1;Other2;Other3;Other4;Other5;Binary1;Binary2;Binary3;Binary4;Binary5;Ternary1;Ternary2;Ternary3;Ternary4;Ternary5
F7DJT8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DK06;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;train;-;-;-
F7DKN2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DMH0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DMJ2;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation
F7DN83;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
F7DP22;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DP64;Other;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-
F7DPJ7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DPM9;Other;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DSS8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7DSY6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DTI0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DTN7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DUI4;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DVP5;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
F7DWK4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DX39;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DXH3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
F7DYP3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7DZ13;Plasma;-;-;-;-;-;-;-;-;-;-;validation;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;validation;train;-;-;-;-;-;-;-;-;-;-
F7DZX5;Other;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E0N8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E1J2;Other;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
F7E1L8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E238;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E3J6;Other;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7E517;Basolateral;validation;-;-;-;train;-;train;validation;train;validation;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;train;validation;validation;-;-;-;train;-;validation;validation;train;train;train;train;train;train;validation;train;-
F7E5Y8;Other;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E707;Plasma;-;-;-;-;-;-;-;train;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;train;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
F7E727;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7E8B0;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7E8M5;Other;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-
F7EAQ8;Basolateral;-;-;-;train;-;-;train;train;validation;train;-;-;train;-;-;train;-;-;-;-;train;-;train;-;-;train;train;-;validation;train;train;-;-;train;-;-;train;-;train;-;train;train;-;train;-
F7EBC6;Other;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EC50;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EDI6;Other;-;-;train;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EEA2;Plasma;-;-;-;-;-;-;-;validation;-;-;-;-;train;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-
F7EEX1;Basolateral;-;-;-;-;-;train;train;-;-;train;-;-;-;validation;-;-;-;train;-;-;train;-;-;-;-;train;train;-;train;train;-;-;-;train;-;train;train;-;train;train;-;train;validation;train;train
F7EEX1;Basolateral;-;-;-;-;-;train;train;-;-;train;-;-;-;validation;-;-;-;train;-;-;train;-;-;-;-;train;train;-;train;train;-;-;-;train;-;train;train;-;train;train;-;train;validation;train;train
F7EEX1;Basolateral;-;-;-;-;-;train;train;-;-;train;-;-;-;validation;-;-;-;train;-;-;train;-;-;-;-;train;train;-;train;train;-;-;-;train;-;train;train;-;train;train;-;train;validation;train;train
F7EEX1;Basolateral;-;-;-;-;-;train;train;-;-;train;-;-;-;validation;-;-;-;train;-;-;train;-;-;-;-;train;train;-;train;train;-;-;-;train;-;train;train;-;train;train;-;train;validation;train;train
F7EHP2;Basolateral;-;train;train;-;train;train;-;train;train;validation;-;-;train;-;-;train;-;-;-;-;-;train;-;-;-;-;train;train;train;train;-;-;-;validation;-;train;train;validation;train;train;train;train;train;-;train
F7EMH5;Basolateral;-;-;train;-;-;-;train;-;train;train;-;-;train;-;train;train;-;-;-;train;-;-;train;-;train;-;-;validation;train;train;-;-;train;train;-;-;validation;-;train;-;train;-;-;train;train
F7EN52;Other;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EQT4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EQX9;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;validation;-;-;-;-;-;validation;-;-;-;-;-;train;-;-;-;-;-;validation;-;-;-;-;-;-;train;-;-;-
F7EV26;Apical;validation;-;-;-;train;-;-;-;train;-;-;validation;-;-;-;-;-;-;train;-;train;train;-;-;-;-;-;-;train;-;train;-;-;train;-;train;-;-;-;-;train;train;train;train;-
F7EYF2;Other;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EZC1;Other;validation;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7EZS0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F1C1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F1D7;Plasma;-;train;-;-;train;-;-;train;-;-;train;-;train;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F1M7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F3Z1;Other;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F4Y5;Apical;-;-;-;train;-;-;train;-;train;train;-;-;-;train;-;-;train;-;-;-;train;-;-;-;-;-;validation;-;-;train;train;train;train;-;-;train;train;train;train;-;train;train;validation;validation;validation
F7F6B4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
F7F761;Apical;validation;validation;train;validation;-;-;-;validation;train;-;-;-;-;-;-;-;-;-;-;-;train;validation;train;validation;train;-;-;train;-;train;train;-;-;-;-;train;-;-;train;train;validation;train;train;train;-
F7F7E5;Apical;-;train;-;train;-;-;-;-;train;validation;-;-;-;-;-;train;-;-;-;-;train;validation;-;validation;-;-;-;train;-;-;-;-;-;-;-;train;train;train;-;train;-;train;train;train;train
F7F7X7;Plasma;-;train;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;train;-;-
F7F8G8;Plasma;-;-;-;-;-;-;-;-;train;-;train;train;-;-;-;-;train;-;-;-;-;-;validation;-;-;-;-;-;train;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
F7F8K4;Basolateral;-;-;-;validation;-;train;validation;train;train;train;-;validation;-;-;train;-;-;-;-;-;-;train;-;-;-;train;train;train;train;train;-;-;-;train;train;train;validation;train;train;-;validation;train;train;train;validation
F7F8Q4;Other;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FB39;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FBA0;Basolateral;-;train;-;-;-;-;-;-;train;train;train;-;train;-;-;-;-;-;train;train;-;train;-;train;-;train;train;validation;train;train;-;-;-;train;train;train;train;train;train;validation;train;-;-;train;train
F7FC08;Basolateral;train;-;-;train;-;train;train;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;validation;validation;-;-;validation;train;-;train;-;train;-;train;validation;train;validation;train;train;train;train;train;train;train;train
F7FC58;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train
F7FCU0;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;train;train;-;-
F7FD82;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FE57;Plasma;train;-;-;-;-;-;-;-;-;-;-;train;-;-;validation;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
F7FE82;Basolateral;-;-;-;-;train;train;-;train;validation;train;-;-;-;train;-;-;-;-;-;train;train;-;-;validation;-;train;train;train;train;train;-;-;-;-;validation;-;train;train;-;train;-;validation;validation;train;-
F7FEU8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FGE6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-
F7FHA7;Other;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7FHF7;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FL00;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
F7FL53;Plasma;-;-;-;-;-;-;-;-;-;-;-;train;train;-;train;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FLT4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FM56;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FNS3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FSI8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
F7FUT1;Plasma;-;train;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;train;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-
F7FX02;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7FZG3;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
F7G0P2;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;train;train;-;-
F7G0W2;Basolateral;-;-;-;train;-;validation;train;train;-;-;-;train;-;-;-;-;train;train;-;-;validation;-;-;train;train;train;-;train;train;-;train;-;-;-;train;train;train;-;-;validation;train;train;train;train;train
F7G289;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G2A4;Other;-;-;validation;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation
F7G2A6;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G3U7;Plasma;-;-;-;train;-;-;-;-;-;-;train;train;train;-;train;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-
F7G3X0;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G427;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G4T4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G591;Other;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G5C2;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-
F7G5J2;Other;validation;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G6L8;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-
F7G6Z3;Plasma;-;-;-;-;-;-;-;-;train;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-
F7G7A4;Plasma;-;-;-;-;-;-;-;-;-;-;train;-;train;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G846;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G8M0;Other;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7G9H5;Plasma;train;-;-;-;-;-;-;-;-;-;train;validation;-;-;validation;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-
F7GAF4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;validation
F7GAX2;Other;-;-;-;-;-;-;train;-;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GC07;Apical;train;train;train;-;validation;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train;validation;train;train;train;train;train;-;train;-;-;train;validation;-;train;-;-;train;train;-;train;-;-;-;train;train
F7GC48;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;validation;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GCE0;Plasma;-;-;-;-;-;-;-;-;validation;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GCV4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GCS5;Plasma;train;-;-;-;-;-;-;-;-;-;-;train;-;-;validation;-;-;-;-;-;-;-;train;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
F7GF39;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GFG3;Plasma;-;-;-;-;-;train;train;-;-;-;train;-;-;train;-;-;-;-;-;train;-;-;-;train;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;train
F7GGK0;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GGV4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GH31;Plasma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-
F7GIC3;Apical;-;-;validation;-;-;-;train;-;-;train;-;-;-;-;-;-;-;-;-;-;train;train;-;-;-;train;-;train;-;-;-;-;-;-;validation;-;train;-;train;-;-;train;validation;-;validation
F7GJ37;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GJL4;Basolateral;-;-;-;-;-;train;validation;train;-;validation;-;-;train;-;-;-;-;validation;-;-;-;-;-;train;-;-;validation;-;-;train;-;train;train;validation;-;train;train;train;-;-;train;validation;train;train;-
F7GJT3;Other;-;-;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GKA1;Other;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;train
F7GKM4;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GKZ6;Apical;-;-;train;-;train;validation;-;train;-;-;train;-;validation;train;-;-;-;validation;-;-;-;train;-;-;train;-;validation;train;-;train;validation;train;-;train;-;-;-;validation;train;validation;train;validation;train;train;-
F7GL48;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GLJ4;Plasma;-;-;-;train;-;-;validation;-;-;-;-;-;-;train;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GN41;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GN70;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GN83;Apical;-;train;train;train;-;-;-;-;-;-;-;-;-;validation;-;-;train;-;-;-;-;-;-;train;-;-;train;-;-;-;-;-;train;-;train;train;-;train;-;-;train;train;train;-;-
F7GN94;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GND9;Other;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GNY2;Plasma;-;-;-;-;-;-;validation;-;-;train;train;validation;-;train;-;-;-;-;-;-;-;-;-;train;-;-;-;-;train;-;-;-;-;-;-;-;-;-;-;-;validation;-;train;train;-
F7GQ14;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GQH1;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GR86;Other;-;-;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F7GT05;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;validation;-;-;-;-;-;-;-;-;-;-
F7GT54;Other;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train;train;train;-;-;-;-;-;-;-;-;-;validation;-;validation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;train
